,Date,Time,Latitude,Longitude,Depth,Region,Type,Automatic/Manual,Magnitude,Network
7340,12-04-25,13:48:36.5,35.715,29.437,25,EASTERN MEDITERRANEAN SEA,origin,A,2.0,INFO*
7341,12-04-25,13:48:34.5,35.592,29.318,10,EASTERN MEDITERRANEAN SEA,origin,M,1.9,KOERI
7342,12-04-25,13:48:33.0,35.545,29.224,7,EASTERN MEDITERRANEAN SEA,origin,M,2.1,AFAD
7343,12-04-25,13:47:49.3,-34.856,179.105,100,SOUTH OF KERMADEC ISLANDS,origin,M,4.0,GNS*
7344,12-04-25,13:47:47.0,39.17,28.244,6,WESTERN TURKEY,origin,M,0.7,AFAD*
7345,12-04-25,13:44:53.5,59.463,-147.171,35,GULF OF ALASKA,origin,M,2.5,NEIC*
7346,12-04-25,13:44:53.0,59.378,-147.329,35,GULF OF ALASKA,origin,A,2.7,AK
7347,12-04-25,13:43:21.7,40.53,72.27,5,EASTERN UZBEKISTAN,origin,A,2.5,KIS*
7348,12-04-25,13:40:37.0,-22.47,-67.95,199,"ANTOFAGASTA, CHILE",origin,M,2.6,CSN*
7349,12-04-25,13:40:20.9,33.816,-118.597,9,"CHANNEL ISLANDS REG., CALIFORNIA",origin,M,2.0,SCSN*
7350,12-04-25,13:38:47.7,35.819,-121.095,6,CENTRAL CALIFORNIA,origin,A,2.7,NC
7351,12-04-25,13:38:47.5,35.816,-121.09,11,CENTRAL CALIFORNIA,origin,M,2.5,NEIC*
7352,12-04-25,13:35:39.4,36.16,33.497,10,CENTRAL TURKEY,origin,M,1.4,KOERI
7353,12-04-25,13:34:43.0,0.64,123.91,235,"MINAHASA, SULAWESI, INDONESIA",origin,M,4.1,BMKG*
7354,12-04-25,13:34:42.0,0.755,123.863,252,"MINAHASA, SULAWESI, INDONESIA",origin,M,4.6,NEIC
7355,12-04-25,13:34:21.6,67.126,-161.268,10,NORTHERN ALASKA,origin,A,2.1,AK
7356,12-04-25,13:32:42.0,-22.624,-66.723,328,"JUJUY, ARGENTINA",origin,A,2.9,NSNA*
7357,12-04-25,13:30:22.2,18.996,-65.379,59,PUERTO RICO REGION,origin,M,3.3,PR*
7358,12-04-25,13:25:18.8,54.515,-160.106,35,ALASKA PENINSULA,origin,M,3.8,NEIC
7359,12-04-25,13:25:18.0,54.467,-160.294,35,ALASKA PENINSULA,mt,A,4.0,AK
7360,12-04-25,13:25:17.5,54.474,-160.33,28,ALASKA PENINSULA,origin,M,4.0,AK*
7361,12-04-25,13:18:41.2,53.989,157.346,33,"KAMCHATKA PENINSULA, RUSSIA",origin,M,5.3,BGR
7362,12-04-25,13:18:35.3,53.015,159.455,71,NEAR EAST COAST OF KAMCHATKA,origin,M,4.8,INFO*
7363,12-04-25,13:18:34.5,52.954,159.45,59,OFF EAST COAST OF KAMCHATKA,origin,M,5.1,GFZ
7364,12-04-25,13:18:34.3,53.033,159.574,59,NEAR EAST COAST OF KAMCHATKA,origin,M,4.8,NEIC
7365,12-04-25,13:18:33.1,53.08,159.6,50,NEAR EAST COAST OF KAMCHATKA,origin,M,5.1,GSRAS
7366,12-04-25,13:18:32.8,53.03,159.52,52,NEAR EAST COAST OF KAMCHATKA,origin,M,4.8,MCSM
7367,12-04-25,13:18:28.6,52.969,159.422,10,OFF EAST COAST OF KAMCHATKA,origin,A,5.1,SC4
7368,12-04-25,13:18:27.0,52.84,159.49,10,OFF EAST COAST OF KAMCHATKA,origin,M,5.5,IPMA
7369,12-04-25,13:18:23.3,52.09,160.1,10,OFF EAST COAST OF KAMCHATKA,origin,A,5.5,BUD
7370,12-04-25,13:18:13.1,51.294,162.317,9,OFF EAST COAST OF KAMCHATKA,origin,A,4.5,NORSAR
7371,12-04-25,13:15:50.2,36.286,28.965,18,DODECANESE IS.-TURKEY BORDER REG,origin,A,1.4,INFO*
7372,12-04-25,13:15:49.3,36.179,28.892,17,DODECANESE IS.-TURKEY BORDER REG,origin,M,1.5,KOERI
7373,12-04-25,13:15:49.0,36.205,28.913,7,DODECANESE IS.-TURKEY BORDER REG,origin,M,1.3,AFAD
7374,12-04-25,13:15:50.2,36.286,28.965,18,DODECANESE IS.-TURKEY BORDER REG,origin,A,1.4,INFO*
7375,12-04-25,13:15:49.3,36.179,28.892,17,DODECANESE IS.-TURKEY BORDER REG,origin,M,1.5,KOERI
7376,12-04-25,13:15:49.0,36.205,28.913,7,DODECANESE IS.-TURKEY BORDER REG,origin,M,1.3,AFAD
7377,12-04-25,13:13:25.0,39.285,28.124,7,WESTERN TURKEY,origin,M,1.2,AFAD*
7378,12-04-25,13:10:58.9,-21.837,-68.771,10,"ANTOFAGASTA, CHILE",origin,A,3.4,SC4
7379,12-04-25,13:09:36.2,-22.615,-66.312,260,"JUJUY, ARGENTINA",origin,A,3.7,SC4
7380,12-04-25,13:09:34.0,-22.57,-66.19,272,"JUJUY, ARGENTINA",origin,A,3.5,NSNA*
7381,12-04-25,13:07:45.0,40.377,-125.472,9,OFFSHORE NORTHERN CALIFORNIA,origin,A,2.8,NC
7382,12-04-25,13:07:37.1,40.443,-126.026,10,OFF COAST OF NORTHERN CALIFORNIA,origin,M,2.6,NEIC
7383,12-04-25,13:07:20.7,39.267,28.124,7,WESTERN TURKEY,origin,A,1.5,INFO*
7384,12-04-25,13:07:20.6,39.246,28.077,8,WESTERN TURKEY,origin,M,1.7,KOERI
7385,12-04-25,13:07:20.0,39.267,28.124,7,WESTERN TURKEY,origin,M,1.4,AFAD
7386,12-04-25,13:05:08.5,59.926,-152.362,73,SOUTHERN ALASKA,origin,A,2.1,AK
7387,12-04-25,13:05:01.0,39.343,28.12,7,WESTERN TURKEY,origin,M,0.8,AFAD*
7388,12-04-25,13:02:55.5,39.234,29.032,11,WESTERN TURKEY,origin,M,1.3,KOERI
7389,12-04-25,12:58:03.0,38.506,29.22,7,WESTERN TURKEY,origin,M,0.9,AFAD*
7390,12-04-25,12:56:02.0,38.506,29.175,7,WESTERN TURKEY,origin,M,0.8,AFAD*
7391,12-04-25,12:55:39.0,-18.32,-69.73,113,"TARAPACA, CHILE",origin,M,3.1,CSN*
7392,12-04-25,12:54:28.4,45.479,4.766,5,FRANCE,origin,A,2.2,ReNaSS*
7393,12-04-25,12:54:08.3,39.193,28.227,7,WESTERN TURKEY,origin,A,2.5,INFO*
7394,12-04-25,12:54:08.0,39.193,28.227,7,WESTERN TURKEY,origin,M,2.4,AFAD
7395,12-04-25,12:54:07.9,39.191,28.22,11,WESTERN TURKEY,origin,M,2.7,KOERI
7396,12-04-25,12:54:00.4,13.966,44.001,11,YEMEN,origin,M,,YSVOC
7397,12-04-25,12:43:31.4,47.685,8.312,2,GERMANY,origin,A,1.5,ETHZ*
7398,12-04-25,12:39:43.6,39.14,28.17,71,WESTERN TURKEY,origin,M,3.8,THE
7399,12-04-25,12:39:43.0,39.333,28.178,10,WESTERN TURKEY,origin,M,3.8,NIEP
7400,12-04-25,12:39:42.9,39.17,28.05,28,WESTERN TURKEY,origin,A,4.3,SOF
7401,12-04-25,12:39:41.2,39.21,28.23,5,WESTERN TURKEY,origin,M,3.8,INFO*
7402,12-04-25,12:39:40.0,39.191,28.217,7,WESTERN TURKEY,origin,M,3.4,AFAD
7403,12-04-25,12:39:39.4,39.21,28.23,5,WESTERN TURKEY,origin,A,3.8,KOERI
7404,12-04-25,12:35:59.7,-19.143,-12.911,10,SOUTHERN MID-ATLANTIC RIDGE,origin,M,5.1,NEIC
7405,12-04-25,12:35:59.3,-19.1,-12.83,12,SOUTHERN MID-ATLANTIC RIDGE,origin,M,5.1,MCSM
7406,12-04-25,12:35:58.8,-21.1,-11.45,10,SOUTHERN MID-ATLANTIC RIDGE,origin,M,5.1,GSRAS
7407,12-04-25,12:35:58.2,-19.384,-12.702,10,SOUTHERN MID-ATLANTIC RIDGE,origin,M,5.1,INFO*
7408,12-04-25,12:35:58.1,-21.271,-11.75,10,SOUTHERN MID-ATLANTIC RIDGE,origin,A,5.2,SC4
7409,12-04-25,12:35:52.4,-21.058,-11.387,10,SOUTHERN MID-ATLANTIC RIDGE,origin,M,4.9,RSSC
7410,12-04-25,12:35:52.3,-21.039,-11.5,10,SOUTHERN MID-ATLANTIC RIDGE,origin,M,4.8,GFZ
7411,12-04-25,12:35:51.3,-21.063,-11.331,10,SOUTHERN MID-ATLANTIC RIDGE,origin,M,5.2,USP
7412,12-04-25,12:35:46.0,-21.4,-69.93,56,"TARAPACA, CHILE",origin,M,2.5,CSN*
7413,12-04-25,12:30:39.7,19.318,-155.351,28,"ISLAND OF HAWAII, HAWAII",origin,M,2.1,HV
7414,12-04-25,12:30:38.4,19.36,-155.356,34,"ISLAND OF HAWAII, HAWAII",origin,M,2.7,NEIC*
7415,12-04-25,12:29:41.0,39.161,28.135,7,WESTERN TURKEY,origin,M,1.6,AFAD*
7416,12-04-25,12:29:40.9,39.16,28.156,18,WESTERN TURKEY,origin,M,1.3,KOERI
7417,12-04-25,12:28:31.0,38.472,38.064,7,EASTERN TURKEY,origin,M,1.2,AFAD*
7418,12-04-25,12:23:56.2,59.996,-141.041,20,SOUTHEASTERN ALASKA,origin,A,2.0,AK
7419,12-04-25,12:16:51.4,-5.411,154.168,136,"BOUGAINVILLE REGION, P.N.G.",origin,M,4.7,GFZ
7420,12-04-25,12:16:51.1,-5.44,154.122,140,"BOUGAINVILLE REGION, P.N.G.",origin,M,4.8,INFO*
7421,12-04-25,12:16:51.0,-5.35,154.18,139,"BOUGAINVILLE REGION, P.N.G.",origin,M,4.5,BMKG
7422,12-04-25,12:16:50.7,-5.471,154.125,140,"BOUGAINVILLE REGION, P.N.G.",origin,M,4.8,NEIC
7423,12-04-25,12:16:50.0,-5.54,154.26,140,"BOUGAINVILLE REGION, P.N.G.",origin,M,4.8,GSRAS
7424,12-04-25,12:16:37.7,-5.422,153.357,33,"NEW IRELAND REGION, P.N.G.",origin,M,5.2,GNS
7425,12-04-25,12:11:30.0,32.0,132.0,20,"SHIKOKU, JAPAN",origin,A,3.5,JMA*
7426,12-04-25,12:10:52.2,19.08,-65.403,32,PUERTO RICO REGION,origin,M,3.4,PR*
7427,12-04-25,12:09:37.2,35.78,27.15,7,"DODECANESE ISLANDS, GREECE",origin,M,2.9,THE
7428,12-04-25,12:09:36.9,35.761,27.193,13,"DODECANESE ISLANDS, GREECE",origin,M,3.0,INFO*
7429,12-04-25,12:09:36.8,35.73,27.223,15,"DODECANESE ISLANDS, GREECE",origin,M,3.2,NOA
7430,12-04-25,12:09:36.4,35.754,27.144,14,"DODECANESE ISLANDS, GREECE",origin,M,3.1,KOERI
7431,12-04-25,12:09:34.0,35.703,27.226,7,"DODECANESE ISLANDS, GREECE",origin,M,2.9,AFAD
7432,12-04-25,12:07:39.0,40.472,26.196,7,WESTERN TURKEY,origin,M,1.6,AFAD
7433,12-04-25,12:07:38.2,40.478,26.169,18,WESTERN TURKEY,origin,M,2.0,KOERI
7434,12-04-25,12:07:37.9,40.491,26.173,14,WESTERN TURKEY,origin,A,1.8,INFO*
7435,12-04-25,12:05:16.0,66.692,-135.787,10,"NORTHERN YUKON TERRITORY, CANADA",origin,A,3.1,CN*
7436,12-04-25,12:00:35.8,39.222,29.05,9,WESTERN TURKEY,origin,M,1.3,KOERI
7437,12-04-25,12:00:35.5,39.237,29.027,11,WESTERN TURKEY,origin,A,1.4,INFO*
7438,12-04-25,12:00:35.0,39.237,29.027,11,WESTERN TURKEY,origin,M,1.4,AFAD
7439,12-04-25,11:59:03.3,29.36,87.13,10,WESTERN XIZANG,origin,M,4.5,GSRAS
7440,12-04-25,11:59:02.9,29.19,87.01,10,WESTERN XIZANG,origin,A,4.3,NSC
7441,12-04-25,11:59:02.8,29.23,87.23,10,WESTERN XIZANG,origin,M,4.4,GFZ
7442,12-04-25,11:59:02.2,29.238,87.238,9,WESTERN XIZANG,origin,M,4.4,INFO*
7443,12-04-25,11:59:02.0,29.29,86.8,10,WESTERN XIZANG,origin,M,4.3,NDI
7444,12-04-25,11:57:49.6,45.836,6.04,10,FRANCE,origin,A,2.2,ETHZ
7445,12-04-25,11:57:48.6,45.716,6.058,0,FRANCE,origin,A,2.1,ReNaSS
7446,12-04-25,11:57:48.2,45.716,6.058,0,FRANCE,origin,A,2.1,INFO*
7447,12-04-25,11:57:15.0,39.183,28.3,7,WESTERN TURKEY,origin,M,0.8,AFAD*
7448,12-04-25,11:55:17.1,48.385,-4.48,0,FRANCE,origin,M,2.1,ReNaSS*
7449,12-04-25,11:53:56.0,29.09,86.89,10,WESTERN XIZANG,origin,M,3.6,NDI*
7450,12-04-25,11:53:53.7,29.08,87.07,10,WESTERN XIZANG,origin,A,3.8,NSC
7451,12-04-25,11:46:56.0,13.7,-84.175,50,NICARAGUA,origin,A,4.0,UNA*
7452,12-04-25,11:45:57.6,48.116,-1.039,0,FRANCE,origin,M,2.0,ReNaSS*
7453,12-04-25,11:45:02.0,38.176,38.449,7,EASTERN TURKEY,origin,M,1.0,AFAD*
7454,12-04-25,11:43:57.4,38.457,-116.509,11,NEVADA,origin,M,2.5,NN
7455,12-04-25,11:43:57.4,38.499,-116.479,6,NEVADA,origin,M,2.6,NEIC*
7456,12-04-25,11:42:09.6,13.192,-91.454,6,OFFSHORE GUATEMALA,origin,M,3.4,MARN
7457,12-04-25,11:42:08.0,13.04,-91.42,2,OFF THE COAST OF GUATEMALA,origin,M,3.2,INET*
7458,12-04-25,11:37:46.0,39.228,28.217,7,WESTERN TURKEY,origin,M,1.1,AFAD*
7459,12-04-25,11:37:45.5,39.185,28.32,20,WESTERN TURKEY,origin,M,1.4,KOERI
7460,12-04-25,11:36:30.1,38.9,21.463,15,GREECE,origin,A,3.1,IGEO
7461,12-04-25,11:36:28.2,38.86,21.22,19,GREECE,origin,M,2.7,THE
7462,12-04-25,11:36:27.5,38.85,21.212,27,GREECE,origin,M,2.7,NOA
7463,12-04-25,11:36:26.2,38.86,21.22,19,GREECE,origin,A,2.7,INFO*
7464,12-04-25,11:36:24.8,45.173,4.122,5,FRANCE,origin,A,2.3,ReNaSS*
7465,12-04-25,11:36:15.0,42.468,27.359,7,BULGARIA,origin,M,1.4,AFAD*
7466,12-04-25,11:35:26.3,-31.499,-70.774,10,"COQUIMBO, CHILE",origin,A,3.0,SC4
7467,12-04-25,11:34:55.0,-31.43,-69.79,128,"SAN JUAN, ARGENTINA",origin,A,2.9,NSNA*
7468,12-04-25,11:34:45.0,13.315,-91.207,14,OFFSHORE GUATEMALA,origin,M,3.2,MARN
7469,12-04-25,11:34:39.0,13.11,-91.52,1,OFFSHORE GUATEMALA,origin,M,3.3,INET*
7470,12-04-25,11:32:42.8,38.696,33.65,6,CENTRAL TURKEY,origin,A,2.0,INFO*
7471,12-04-25,11:32:42.8,38.696,33.65,6,CENTRAL TURKEY,origin,M,2.2,KOERI
7472,12-04-25,11:32:42.0,38.706,33.634,7,CENTRAL TURKEY,origin,M,1.9,AFAD
7473,12-04-25,11:29:03.0,39.221,28.041,7,WESTERN TURKEY,origin,M,0.9,AFAD*
7474,12-04-25,11:27:30.5,39.135,28.296,9,WESTERN TURKEY,origin,A,1.4,INFO*
7475,12-04-25,11:27:30.5,39.121,28.282,10,WESTERN TURKEY,origin,M,1.5,KOERI
7476,12-04-25,11:27:30.0,39.143,28.302,7,WESTERN TURKEY,origin,M,1.4,AFAD
7477,12-04-25,11:25:51.1,-26.341,-69.979,10,"ATACAMA, CHILE",origin,A,3.1,SC4
7478,12-04-25,11:25:18.0,-26.3,-69.13,127,"ATACAMA, CHILE",origin,M,3.1,CSN*
7479,12-04-25,11:15:16.9,45.896,7.011,6,NORTHERN ITALY,origin,M,1.1,ETHZ*
7480,12-04-25,11:15:13.3,-18.642,-70.96,10,"OFFSHORE TARAPACA, CHILE",origin,A,4.5,SC4
7481,12-04-25,11:15:13.0,-18.56,-71.0,36,"OFF COAST OF TARAPACA, CHILE",origin,M,4.1,CSN
7482,12-04-25,11:15:12.6,-18.636,-71.019,10,"OFF COAST OF TARAPACA, CHILE",origin,M,4.2,GFZ
7483,12-04-25,11:15:11.3,-18.562,-71.063,13,"OFF COAST OF TARAPACA, CHILE",origin,M,4.1,INFO*
7484,12-04-25,11:15:09.0,-18.6,-71.22,16,"OFF COAST OF TARAPACA, CHILE",origin,A,4.2,LIM
7485,12-04-25,11:11:00.3,44.072,5.89,5,FRANCE,origin,A,2.1,ReNaSS*
7486,12-04-25,11:07:17.3,48.209,9.622,13,GERMANY,origin,A,2.1,ETHZ
7487,12-04-25,11:04:40.1,48.454,-4.573,0,FRANCE,origin,M,2.0,ReNaSS*
7488,12-04-25,11:03:42.5,39.845,-122.884,-1,NORTHERN CALIFORNIA,origin,A,2.1,NC*
7489,12-04-25,10:59:57.0,-1.94,138.95,32,"NEAR N COAST OF PAPUA, INDONESIA",origin,M,4.3,BMKG*
7490,12-04-25,10:58:59.0,-31.609,-68.284,116,"SAN JUAN, ARGENTINA",origin,A,2.9,NSNA*
7491,12-04-25,10:58:52.0,38.978,29.742,7,WESTERN TURKEY,origin,M,1.1,AFAD*
7492,12-04-25,10:55:44.0,6.211,-83.205,24,OFF COAST OF CENTRAL AMERICA,origin,A,3.5,UNA*
7493,12-04-25,10:52:49.4,41.197,78.41,1,"SOUTHERN XINJIANG, CHINA",origin,M,4.6,KNDC
7494,12-04-25,10:52:47.6,41.17,78.49,1,"SOUTHERN XINJIANG, CHINA",origin,M,3.8,KIS*
7495,12-04-25,10:51:01.0,39.205,28.109,7,WESTERN TURKEY,origin,M,1.2,AFAD*
7496,12-04-25,10:50:38.3,40.046,25.919,6,AEGEAN SEA,origin,M,1.8,KOERI
7497,12-04-25,10:45:30.5,39.189,28.215,21,WESTERN TURKEY,origin,M,1.0,KOERI
7498,12-04-25,10:45:29.7,39.188,28.229,6,WESTERN TURKEY,origin,A,1.1,INFO*
7499,12-04-25,10:45:29.0,39.193,28.237,6,WESTERN TURKEY,origin,M,1.3,AFAD
7500,12-04-25,10:36:28.0,17.142,-100.944,6,"OFFSHORE GUERRERO, MEXICO",origin,A,3.2,UNM*
7501,12-04-25,10:30:57.9,63.503,-147.56,0,CENTRAL ALASKA,origin,A,2.0,AK
7502,12-04-25,10:29:02.0,13.07,-87.74,152,NICARAGUA,origin,M,3.0,INET*
7503,12-04-25,10:28:48.0,13.865,-88.591,100,EL SALVADOR,origin,A,3.9,UNA
7504,12-04-25,10:27:08.9,46.177,2.966,5,FRANCE,origin,A,2.1,ReNaSS*
7505,12-04-25,10:25:02.0,40.251,29.425,7,WESTERN TURKEY,origin,M,1.4,AFAD
7506,12-04-25,10:25:01.8,40.213,29.462,8,WESTERN TURKEY,origin,A,1.4,INFO*
7507,12-04-25,10:25:00.9,40.211,29.471,2,WESTERN TURKEY,origin,M,1.5,KOERI
7508,12-04-25,10:22:48.0,16.055,-97.607,27,"OAXACA, MEXICO",origin,A,3.4,UNM*
7509,12-04-25,10:22:22.0,-27.57,-67.67,10,"CATAMARCA, ARGENTINA",origin,A,2.6,NSNA*
7510,12-04-25,10:22:03.2,31.956,-103.135,6,WESTERN TEXAS,origin,M,2.4,TX*
7511,12-04-25,10:21:49.0,39.307,28.138,7,WESTERN TURKEY,origin,M,1.1,AFAD*
7512,12-04-25,10:20:21.4,39.25,28.134,7,WESTERN TURKEY,origin,A,1.5,INFO*
7513,12-04-25,10:20:21.2,39.225,28.127,13,WESTERN TURKEY,origin,M,1.5,KOERI
7514,12-04-25,10:20:20.0,39.25,28.134,7,WESTERN TURKEY,origin,M,1.5,AFAD
7515,12-04-25,10:20:11.0,40.356,38.706,8,EASTERN TURKEY,origin,M,1.0,AFAD*
7516,12-04-25,10:19:18.0,46.26,14.66,13,SLOVENIA,origin,A,2.1,ARSO
7517,12-04-25,10:19:17.9,46.26,14.66,13,SLOVENIA,origin,A,2.1,INFO*
7518,12-04-25,10:19:17.2,46.269,14.719,5,SLOVENIA,origin,M,2.1,INGV
7519,12-04-25,10:17:30.0,39.071,28.224,7,WESTERN TURKEY,origin,M,1.0,AFAD*
7520,12-04-25,10:14:39.3,31.95,-103.141,5,WESTERN TEXAS,origin,M,2.5,NEIC*
7521,12-04-25,10:14:38.2,31.96,-103.142,8,WESTERN TEXAS,origin,M,2.3,TX
7522,12-04-25,10:10:22.1,38.67,18.673,15,IONIAN SEA,origin,A,,IGEO
7523,12-04-25,10:08:37.3,63.618,-152.76,7,CENTRAL ALASKA,origin,M,2.8,NEIC*
7524,12-04-25,10:08:36.8,63.655,-152.762,2,CENTRAL ALASKA,origin,A,2.6,AK
7525,12-04-25,10:08:18.0,16.264,-96.374,23,"OAXACA, MEXICO",origin,A,3.9,UNM*
7526,12-04-25,10:04:42.0,15.858,-96.69,34,"OAXACA, MEXICO",origin,A,3.5,UNM*
7527,12-04-25,10:01:46.0,39.267,28.073,7,WESTERN TURKEY,origin,M,0.9,AFAD*
7528,12-04-25,09:58:45.2,39.27,27.97,1,WESTERN TURKEY,origin,M,2.6,THE
7529,12-04-25,09:58:43.9,39.252,28.124,7,WESTERN TURKEY,origin,A,2.9,INFO*
7530,12-04-25,09:58:43.8,39.248,28.105,9,WESTERN TURKEY,origin,M,3.0,KOERI
7531,12-04-25,09:58:43.0,39.252,28.124,7,WESTERN TURKEY,origin,M,2.8,AFAD
7532,12-04-25,09:56:40.0,22.441,-100.765,5,"SAN LUIS POTOSI, MEXICO",origin,A,3.5,UNM*
7533,12-04-25,09:51:23.8,40.257,31.704,2,WESTERN TURKEY,origin,A,1.6,INFO*
7534,12-04-25,09:51:23.4,40.278,31.645,15,WESTERN TURKEY,origin,M,1.8,KOERI
7535,12-04-25,09:51:21.0,40.156,31.84,7,WESTERN TURKEY,origin,M,1.4,AFAD
7536,12-04-25,09:48:40.0,-30.66,-71.65,35,"COQUIMBO, CHILE",origin,M,2.6,CSN*
7537,12-04-25,09:47:24.7,-2.81,-78.54,8,ECUADOR,origin,M,3.5,QUI*
7538,12-04-25,09:47:07.2,56.423,-158.056,76,ALASKA PENINSULA,origin,A,2.2,AK
7539,12-04-25,09:46:40.0,40.898,30.506,7,WESTERN TURKEY,origin,M,0.7,AFAD*
7540,12-04-25,09:44:57.6,-13.99,-79.989,10,OFF COAST OF CENTRAL PERU,origin,A,5.5,SC4
7541,12-04-25,09:44:10.0,15.579,-95.765,7,"OFFSHORE OAXACA, MEXICO",origin,A,3.7,UNM*
7542,12-04-25,09:37:15.9,13.966,44.001,11,YEMEN,origin,M,,YSVOC
7543,12-04-25,09:36:20.0,14.529,-93.163,11,"OFFSHORE CHIAPAS, MEXICO",origin,A,3.8,UNM*
7544,12-04-25,09:34:42.0,49.934,-130.217,10,"VANCOUVER ISLAND, CANADA REGION",origin,A,3.5,CN
7545,12-04-25,09:34:00.0,-7.42,120.01,392,FLORES SEA,origin,M,2.9,BMKG*
7546,12-04-25,09:29:40.0,19.189,-96.293,16,"VERACRUZ, MEXICO",origin,A,3.6,UNM*
7547,12-04-25,09:28:01.0,38.054,29.108,7,WESTERN TURKEY,origin,M,0.6,AFAD*
7548,12-04-25,09:23:03.0,-31.199,-68.517,101,"SAN JUAN, ARGENTINA",origin,A,2.5,NSNA*
7549,12-04-25,09:22:42.0,38.801,39.188,7,EASTERN TURKEY,origin,M,1.3,AFAD*
7550,12-04-25,09:22:39.6,40.123,32.889,9,CENTRAL TURKEY,origin,M,1.2,KOERI
7551,12-04-25,09:22:05.0,40.208,32.938,7,CENTRAL TURKEY,origin,M,1.1,AFAD*
7552,12-04-25,09:19:39.0,-0.83,122.23,10,"SULAWESI, INDONESIA",origin,M,2.9,BMKG*
7553,12-04-25,09:17:42.0,39.104,41.688,7,EASTERN TURKEY,origin,M,2.4,AFAD
7554,12-04-25,09:17:41.8,39.104,41.689,6,EASTERN TURKEY,origin,A,2.5,INFO*
7555,12-04-25,09:17:41.5,39.104,41.689,6,EASTERN TURKEY,origin,M,2.5,KOERI
7556,12-04-25,09:13:16.1,39.159,28.304,11,WESTERN TURKEY,origin,M,1.5,KOERI
7557,12-04-25,09:13:16.0,39.181,28.257,10,WESTERN TURKEY,origin,A,1.3,INFO*
7558,12-04-25,09:13:16.0,39.182,28.259,7,WESTERN TURKEY,origin,M,1.1,AFAD
7559,12-04-25,09:07:33.0,19.481,-103.874,10,"JALISCO, MEXICO",origin,A,3.5,UNM*
7560,12-04-25,09:06:00.6,41.17,78.43,0,"SOUTHERN XINJIANG, CHINA",origin,M,3.6,KIS*
7561,12-04-25,09:05:59.9,41.119,78.515,1,"SOUTHERN XINJIANG, CHINA",origin,M,4.6,KNDC
7562,12-04-25,09:05:42.0,15.674,-95.752,13,"OFFSHORE OAXACA, MEXICO",origin,A,3.8,UNM*
7563,12-04-25,09:04:31.0,49.911,-130.143,10,"VANCOUVER ISLAND, CANADA REGION",origin,A,3.9,CN
7564,12-04-25,09:04:30.0,42.8,143.2,50,"HOKKAIDO, JAPAN REGION",origin,A,3.6,JMA*
7565,12-04-25,09:03:20.5,37.866,20.43,12,IONIAN SEA,origin,M,2.8,NOA
7566,12-04-25,09:03:20.3,37.84,20.42,0,IONIAN SEA,origin,M,2.8,THE
7567,12-04-25,09:03:19.7,37.896,20.494,14,IONIAN SEA,origin,A,2.8,INFO*
7568,12-04-25,09:03:11.7,45.728,10.38,0,NORTHERN ITALY,origin,A,1.4,OGS*
7569,12-04-25,09:01:47.8,39.162,28.248,10,WESTERN TURKEY,origin,M,1.6,KOERI
7570,12-04-25,09:01:47.4,39.16,28.256,14,WESTERN TURKEY,origin,A,1.5,INFO*
7571,12-04-25,09:01:47.0,39.174,28.257,10,WESTERN TURKEY,origin,M,1.3,AFAD
7572,12-04-25,08:54:48.6,39.501,28.154,16,WESTERN TURKEY,origin,A,1.6,INFO*
7573,12-04-25,08:54:48.0,39.502,28.187,7,WESTERN TURKEY,origin,M,1.5,AFAD
7574,12-04-25,08:54:47.6,39.497,28.206,8,WESTERN TURKEY,origin,M,1.6,KOERI
7575,12-04-25,08:54:48.6,39.501,28.154,16,WESTERN TURKEY,origin,A,1.6,INFO*
7576,12-04-25,08:54:48.0,39.502,28.187,7,WESTERN TURKEY,origin,M,1.5,AFAD
7577,12-04-25,08:54:47.6,39.497,28.206,8,WESTERN TURKEY,origin,M,1.6,KOERI
7578,12-04-25,08:52:36.0,40.866,37.935,7,CENTRAL TURKEY,origin,M,1.4,AFAD*
7579,12-04-25,08:50:47.3,39.154,28.148,11,WESTERN TURKEY,origin,M,1.3,KOERI
7580,12-04-25,08:50:47.0,39.218,28.197,7,WESTERN TURKEY,origin,M,1.2,AFAD
7581,12-04-25,08:50:46.8,39.177,28.18,4,WESTERN TURKEY,origin,A,1.2,INFO*
7582,12-04-25,08:47:42.5,39.248,28.112,7,WESTERN TURKEY,origin,A,1.5,INFO*
7583,12-04-25,08:47:42.0,39.248,28.112,7,WESTERN TURKEY,origin,M,2.0,KOERI
7584,12-04-25,08:47:20.0,39.141,28.277,7,WESTERN TURKEY,origin,M,1.0,AFAD
7585,12-04-25,08:42:22.8,41.65,78.21,10,KYRGYZSTAN,origin,A,3.1,KIS*
7586,12-04-25,08:39:16.1,40.228,20.772,15,GREECE,origin,A,3.5,IGEO
7587,12-04-25,08:37:25.3,31.618,-103.997,9,WESTERN TEXAS,origin,M,3.1,TX*
7588,12-04-25,08:37:24.5,31.595,-103.996,5,WESTERN TEXAS,origin,M,3.0,NEIC
7589,12-04-25,08:36:21.0,19.545,-77.829,35,CUBA REGION,origin,A,2.5,SSNC
7590,12-04-25,08:36:07.1,37.9,28.999,16,WESTERN TURKEY,origin,M,1.3,KOERI
7591,12-04-25,08:34:49.7,34.94,25.97,0,"CRETE, GREECE",origin,M,2.5,THE*
7592,12-04-25,08:33:39.0,50.584,-130.431,10,"VANCOUVER ISLAND, CANADA REGION",origin,A,2.8,CN*
