Date,Time,Latitude,Longitude,Depth,Region,Type,Automatic/Manual,Magnitude,Network
2025-12-08,17:00:03.0,-9.520,115.810,39,"SOUTH OF BALI, INDONESIA",origin,M,2.6,BMKG*
2025-12-08,16:54:19.3,39.242,29.002,14,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-08,16:54:19.2,39.250,29.021,11,WESTERN TURKEY,origin,M,1.2,KOERI
2025-12-08,16:54:19.0,39.251,29.007,9,WESTERN TURKEY,origin,M,1.7,AFAD
2025-12-08,16:53:01.0,37.515,36.419,7,CENTRAL TURKEY,origin,M,1.6,AFAD*
2025-12-08,16:52:51.8,60.571,-140.085,13,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.1,NEIC*
2025-12-08,16:51:13.4,60.498,-139.810,4,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,2.9,NEIC*
2025-12-08,16:49:00.6,60.424,-139.683,10,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,2.5,NEIC*
2025-12-08,16:48:32.0,39.279,29.006,7,WESTERN TURKEY,origin,M,1.5,AFAD*
2025-12-08,16:48:31.5,39.198,28.986,20,WESTERN TURKEY,origin,M,1.0,KOERI
2025-12-08,16:47:17.0,39.272,29.005,7,WESTERN TURKEY,origin,M,1.5,AFAD*
2025-12-08,16:46:49.0,38.274,38.865,7,EASTERN TURKEY,origin,M,1.3,AFAD*
2025-12-08,16:38:18.0,39.171,28.312,7,WESTERN TURKEY,origin,M,1.8,AFAD*
2025-12-08,16:37:30.8,-43.356,171.563,5,SOUTH ISLAND OF NEW ZEALAND,origin,M,3.1,GNS*
2025-12-08,16:25:07.0,-8.910,113.680,5,"JAVA, INDONESIA",origin,M,2.5,BMKG*
2025-12-08,16:24:17.0,-3.880,121.600,10,"SULAWESI, INDONESIA",origin,M,2.5,BMKG*
2025-12-08,16:20:32.0,-6.690,130.330,10,BANDA SEA,origin,M,3.8,BMKG*
2025-12-08,16:18:47.8,41.265,142.694,41,"HOKKAIDO, JAPAN REGION",origin,A,4.1,SC4
2025-12-08,16:18:46.8,41.214,142.754,44,"HOKKAIDO, JAPAN REGION",origin,M,4.4,NEIC
2025-12-08,16:18:46.0,41.100,142.860,40,"HOKKAIDO, JAPAN REGION",origin,M,4.7,GSRAS
2025-12-08,16:18:45.0,41.003,142.961,40,"HOKKAIDO, JAPAN REGION",origin,M,4.4,INFO*
2025-12-08,16:16:56.0,37.757,-121.941,8,"SAN FRANCISCO BAY AREA, CALIF.",origin,A,2.2,NC*
2025-12-08,16:14:54.0,39.252,29.004,10,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-08,16:12:16.2,50.279,12.425,11,CZECH REPUBLIC,origin,M,2.0,BGR*
2025-12-08,16:08:30.0,41.000,142.100,50,"HOKKAIDO, JAPAN REGION",origin,A,3.8,JMA*
2025-12-08,16:07:53.0,-31.260,-68.440,98,"SAN JUAN, ARGENTINA",origin,A,3.3,NSNA*
2025-12-08,16:02:09.0,60.496,-139.705,10,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.1,NEIC*
2025-12-08,15:58:30.0,40.900,143.100,30,"OFF EAST COAST OF HONSHU, JAPAN",origin,A,4.7,JMA
2025-12-08,15:57:57.4,41.077,142.979,34,"HOKKAIDO, JAPAN REGION",origin,A,4.9,SC4
2025-12-08,15:57:57.2,41.206,142.935,27,"HOKKAIDO, JAPAN REGION",origin,A,4.5,NORSAR
2025-12-08,15:57:56.9,40.900,143.060,41,"OFF EAST COAST OF HONSHU, JAPAN",origin,M,5.0,AUST
2025-12-08,15:57:56.6,40.946,143.038,42,"OFF EAST COAST OF HONSHU, JAPAN",origin,M,5.0,NEIC
2025-12-08,15:57:56.4,40.930,143.150,40,"OFF EAST COAST OF HONSHU, JAPAN",origin,M,5.3,GSRAS
2025-12-08,15:57:55.3,40.874,143.107,28,"OFF EAST COAST OF HONSHU, JAPAN",origin,M,5.2,RSSC
2025-12-08,15:57:55.2,40.916,143.068,30,"OFF EAST COAST OF HONSHU, JAPAN",origin,M,5.0,INFO*
2025-12-08,15:57:54.4,40.859,143.174,24,"OFF EAST COAST OF HONSHU, JAPAN",origin,M,5.2,GFZ
2025-12-08,15:57:53.3,41.010,143.310,22,"HOKKAIDO, JAPAN REGION",origin,M,5.0,MCSM
2025-12-08,15:56:32.0,22.550,146.670,15,"VOLCANO ISLANDS, JAPAN REGION",origin,A,,ARSO
2025-12-08,15:51:55.4,31.665,-104.346,6,WESTERN TEXAS,origin,M,2.1,TX*
2025-12-08,15:50:40.1,39.730,20.340,0,GREECE,origin,M,2.6,THE
2025-12-08,15:50:40.0,39.735,20.344,7,GREECE,origin,M,2.5,NOA
2025-12-08,15:50:39.8,39.660,20.354,15,GREECE,origin,A,2.9,IGEO
2025-12-08,15:50:39.2,39.730,20.340,0,GREECE,origin,A,2.6,INFO*
2025-12-08,15:49:49.0,60.455,-139.596,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.3,AK*
2025-12-08,15:49:46.6,60.507,-139.598,1,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.2,NEIC
2025-12-08,15:48:18.3,38.482,37.625,5,CENTRAL TURKEY,origin,A,2.4,INFO*
2025-12-08,15:48:18.0,38.492,37.590,7,CENTRAL TURKEY,origin,M,2.4,AFAD
2025-12-08,15:48:17.9,38.482,37.625,5,CENTRAL TURKEY,origin,M,2.4,KOERI
2025-12-08,15:48:17.0,-3.450,135.570,10,"PAPUA, INDONESIA",origin,M,2.5,BMKG*
2025-12-08,15:47:12.5,50.395,8.004,8,GERMANY,origin,M,1.1,LED*
2025-12-08,15:46:26.0,39.160,28.240,7,WESTERN TURKEY,origin,A,1.8,INFO*
2025-12-08,15:46:25.8,39.161,28.215,11,WESTERN TURKEY,origin,M,1.8,KOERI
2025-12-08,15:46:25.0,39.160,28.240,7,WESTERN TURKEY,origin,M,1.7,AFAD
2025-12-08,15:39:54.0,38.128,38.501,7,EASTERN TURKEY,origin,M,2.0,AFAD*
2025-12-08,15:37:37.0,-2.670,121.130,10,"SULAWESI, INDONESIA",origin,M,2.9,BMKG*
2025-12-08,15:34:11.3,39.160,28.211,15,WESTERN TURKEY,origin,A,2.1,INFO*
2025-12-08,15:34:11.1,39.164,28.196,10,WESTERN TURKEY,origin,M,1.9,KOERI
2025-12-08,15:34:11.0,39.178,28.238,7,WESTERN TURKEY,origin,M,2.3,AFAD
2025-12-08,15:30:35.0,-31.410,-68.550,96,"SAN JUAN, ARGENTINA",origin,A,2.8,NSNA*
2025-12-08,15:25:11.0,39.238,28.121,7,WESTERN TURKEY,origin,M,1.8,AFAD
2025-12-08,15:25:10.8,39.256,28.110,9,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-08,15:25:10.5,39.254,28.095,14,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-08,15:24:49.1,37.755,-121.941,8,"SAN FRANCISCO BAY AREA, CALIF.",origin,A,2.5,NC*
2025-12-08,15:17:17.0,40.871,30.903,9,WESTERN TURKEY,origin,M,2.3,AFAD*
2025-12-08,15:17:16.1,60.531,-139.804,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.5,AK*
2025-12-08,15:15:58.0,-9.900,123.370,82,"TIMOR REGION, INDONESIA",origin,M,2.8,BMKG*
2025-12-08,15:14:56.0,-29.690,17.835,10,SOUTH AFRICA,origin,A,4.3,SASN*
2025-12-08,15:14:08.0,-0.610,131.900,15,"NEAR N COAST OF PAPUA, INDONESIA",origin,M,2.9,BMKG*
2025-12-08,15:10:30.0,41.000,142.700,30,"HOKKAIDO, JAPAN REGION",origin,A,3.9,JMA*
2025-12-08,15:04:05.7,35.830,25.700,8,"CRETE, GREECE",origin,M,2.7,THE*
2025-12-08,14:57:16.0,-3.640,138.350,112,"PAPUA, INDONESIA",origin,M,4.0,BMKG*
2025-12-08,14:56:52.2,39.185,28.159,13,WESTERN TURKEY,origin,A,2.4,INFO*
2025-12-08,14:56:52.0,39.185,28.159,13,WESTERN TURKEY,origin,M,2.1,KOERI
2025-12-08,14:56:52.0,39.191,28.166,8,WESTERN TURKEY,origin,M,2.7,AFAD
2025-12-08,14:55:46.0,-9.770,118.840,28,"SUMBAWA REGION, INDONESIA",origin,M,2.9,BMKG*
2025-12-08,14:51:30.0,25.000,125.600,50,"SOUTHWESTERN RYUKYU ISL., JAPAN",origin,A,3.6,JMA*
2025-12-08,14:44:45.8,60.512,-140.048,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,4.2,AK*
2025-12-08,14:44:42.0,60.586,-139.950,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,A,4.2,CN
2025-12-08,14:44:21.9,48.341,-3.087,0,FRANCE,origin,M,2.2,ReNaSS*
2025-12-08,14:43:46.3,60.504,-139.850,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.9,AK*
2025-12-08,14:43:40.0,6.944,-84.337,300,OFF COAST OF CENTRAL AMERICA,origin,A,3.5,UNA*
2025-12-08,14:41:29.0,-0.650,122.000,9,"SULAWESI, INDONESIA",origin,M,2.9,BMKG*
2025-12-08,14:40:30.0,41.000,142.100,50,"HOKKAIDO, JAPAN REGION",origin,A,3.6,JMA*
2025-12-08,14:40:17.9,60.454,-139.956,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.8,AK*
2025-12-08,14:40:16.3,60.533,-139.982,10,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,2.6,NEIC
2025-12-08,14:39:41.5,61.619,-146.487,2,SOUTHERN ALASKA,origin,M,3.6,AK*
2025-12-08,14:33:47.0,40.940,142.540,109,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,5.6,BMKG
2025-12-08,14:33:42.6,40.890,142.460,57,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,5.6,AUST
2025-12-08,14:33:42.2,40.960,142.710,60,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,5.7,GSRAS
2025-12-08,14:33:41.8,40.922,142.590,52,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,5.6,GFZ
2025-12-08,14:33:41.6,41.328,142.720,45,"HOKKAIDO, JAPAN REGION",origin,M,5.6,RSSC
2025-12-08,14:33:41.3,40.943,142.430,45,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,5.5,INFO*
2025-12-08,14:33:40.6,40.844,142.554,44,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,5.5,NEIC
2025-12-08,14:33:40.5,40.980,142.660,55,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,5.6,MCSM
2025-12-08,14:33:37.6,41.010,142.717,10,"HOKKAIDO, JAPAN REGION",origin,A,5.7,SC4
2025-12-08,14:33:37.3,40.612,142.218,10,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,5.7,NIEP
2025-12-08,14:33:36.9,40.496,141.304,18,"NEAR EAST COAST OF HONSHU, JAPAN",origin,A,4.9,NORSAR
2025-12-08,14:33:30.0,40.900,142.600,40,"NEAR EAST COAST OF HONSHU, JAPAN",origin,A,5.6,JMA
2025-12-08,14:33:25.0,0.560,-76.790,251,COLOMBIA-ECUADOR BORDER REGION,origin,A,3.6,INET
2025-12-08,14:33:13.4,37.620,146.090,10,"OFF EAST COAST OF HONSHU, JAPAN",origin,A,5.6,BEO
2025-12-08,14:33:10.0,19.995,-75.697,10,CUBA REGION,origin,A,3.4,SSNC
2025-12-08,14:32:46.0,30.210,145.600,15,EAST OF THE IZU ISLANDS,origin,A,,ARSO
2025-12-08,14:27:18.1,48.940,7.550,26,FRANCE-GERMANY BORDER REGION,origin,A,3.0,OCA
2025-12-08,14:26:09.2,60.493,-139.568,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.5,AK*
2025-12-08,14:26:06.9,60.502,-139.608,3,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.3,NEIC
2025-12-08,14:24:36.3,19.960,-156.085,105,"HAWAII REGION, HAWAII",origin,A,3.2,HV*
2025-12-08,14:20:01.8,71.282,102.872,20,"NORTHCENTRAL SIBERIA, RUSSIA",origin,A,5.7,NORSAR
2025-12-08,14:17:38.0,8.831,-82.951,23,PANAMA-COSTA RICA BORDER REGION,origin,M,3.0,IGC*
2025-12-08,14:15:32.0,39.840,70.380,10,KYRGYZSTAN,origin,M,3.9,NDI
2025-12-08,14:15:31.5,39.940,70.400,10,KYRGYZSTAN,origin,M,4.3,GSRAS*
2025-12-08,14:15:30.0,41.000,142.300,50,"HOKKAIDO, JAPAN REGION",origin,A,7.6,JMA
2025-12-08,14:15:23.0,41.129,142.402,41,"HOKKAIDO, JAPAN REGION",mt,M,7.5,SC4
2025-12-08,14:15:22.5,41.080,142.630,39,"HOKKAIDO, JAPAN REGION",mt,A,7.6,GCMT
2025-12-08,14:15:20.7,41.462,141.471,101,"HOKKAIDO, JAPAN REGION",origin,A,6.1,NORSAR
2025-12-08,14:15:13.6,40.445,141.446,96,"NEAR EAST COAST OF HONSHU, JAPAN",origin,A,6.2,NORSAR
2025-12-08,14:15:12.8,41.366,142.462,50,"HOKKAIDO, JAPAN REGION",origin,M,7.2,RSSC
2025-12-08,14:15:12.5,40.836,142.590,90,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.3,MET
2025-12-08,14:15:12.5,40.960,142.260,65,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.4,AUST
2025-12-08,14:15:12.1,41.035,142.148,58,"HOKKAIDO, JAPAN REGION",origin,M,7.6,INFO*
2025-12-08,14:15:12.1,40.860,142.390,82,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,6.5,MCSM
2025-12-08,14:15:11.8,40.932,142.427,57,"NEAR EAST COAST OF HONSHU, JAPAN",origin,A,7.4,INGV
2025-12-08,14:15:11.8,41.084,142.053,45,"HOKKAIDO, JAPAN REGION",origin,M,7.2,IGN
2025-12-08,14:15:11.3,41.090,142.340,60,"HOKKAIDO, JAPAN REGION",origin,M,7.6,GSRAS
2025-12-08,14:15:11.0,40.990,142.340,54,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.5,BMKG
2025-12-08,14:15:11.0,40.960,142.180,53,"NEAR EAST COAST OF HONSHU, JAPAN",mt,A,7.3,OCA
2025-12-08,14:15:11.0,40.960,142.185,45,"NEAR EAST COAST OF HONSHU, JAPAN",mt,A,7.6,IPGP
2025-12-08,14:15:11.0,40.960,142.185,53,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.4,GNS
2025-12-08,14:15:10.8,41.000,142.100,66,"HOKKAIDO, JAPAN REGION",origin,A,7.7,BGS
2025-12-08,14:15:10.7,40.992,142.216,46,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.4,GFZ
2025-12-08,14:15:10.7,41.009,142.171,44,"HOKKAIDO, JAPAN REGION",mt,M,7.5,GFZ
2025-12-08,14:15:10.5,41.003,142.171,59,"HOKKAIDO, JAPAN REGION",mt,M,7.4,NEIC
2025-12-08,14:15:10.4,41.003,142.171,46,"HOKKAIDO, JAPAN REGION",origin,M,7.6,NEIC
2025-12-08,14:15:09.9,41.011,142.173,44,"HOKKAIDO, JAPAN REGION",origin,M,7.4,USP
2025-12-08,14:15:09.7,40.862,142.980,52,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.6,YSVOC
2025-12-08,14:15:09.0,41.000,142.300,2,"HOKKAIDO, JAPAN REGION",origin,A,,GFU
2025-12-08,14:15:09.0,41.000,142.300,51,"HOKKAIDO, JAPAN REGION",origin,M,6.6,IPMA
2025-12-08,14:15:07.0,41.120,141.880,10,"HOKKAIDO, JAPAN REGION",origin,A,7.7,BUD
2025-12-08,14:15:06.9,41.110,142.010,10,"HOKKAIDO, JAPAN REGION",origin,A,7.6,MLT
2025-12-08,14:15:06.7,41.122,142.111,10,"HOKKAIDO, JAPAN REGION",origin,A,7.6,SC4
2025-12-08,14:15:06.5,41.210,142.640,36,"HOKKAIDO, JAPAN REGION",mt,A,7.5,CPPT
2025-12-08,14:15:06.4,41.050,142.150,10,"HOKKAIDO, JAPAN REGION",origin,A,7.6,QUI
2025-12-08,14:15:06.3,41.090,142.250,10,"HOKKAIDO, JAPAN REGION",origin,A,7.3,KOERI
2025-12-08,14:15:06.2,40.960,142.280,10,"NEAR EAST COAST OF HONSHU, JAPAN",origin,A,7.4,BEO
2025-12-08,14:15:02.5,40.113,142.752,10,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.0,NIEP
2025-12-08,14:15:02.0,40.000,145.000,1,"OFF EAST COAST OF HONSHU, JAPAN",origin,A,6.9,LED
2025-12-08,14:15:00.0,41.000,142.300,51,"HOKKAIDO, JAPAN REGION",origin,M,7.6,PTWC
2025-12-08,14:15:30.0,41.000,142.300,50,"HOKKAIDO, JAPAN REGION",origin,A,7.6,JMA
2025-12-08,14:15:23.0,41.129,142.402,41,"HOKKAIDO, JAPAN REGION",mt,M,7.5,SC4
2025-12-08,14:15:22.5,41.080,142.630,39,"HOKKAIDO, JAPAN REGION",mt,A,7.6,GCMT
2025-12-08,14:15:20.7,41.462,141.471,101,"HOKKAIDO, JAPAN REGION",origin,A,6.1,NORSAR
2025-12-08,14:15:13.6,40.445,141.446,96,"NEAR EAST COAST OF HONSHU, JAPAN",origin,A,6.2,NORSAR
2025-12-08,14:15:12.8,41.366,142.462,50,"HOKKAIDO, JAPAN REGION",origin,M,7.2,RSSC
2025-12-08,14:15:12.5,40.836,142.590,90,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.3,MET
2025-12-08,14:15:12.5,40.960,142.260,65,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.4,AUST
2025-12-08,14:15:12.1,41.035,142.148,58,"HOKKAIDO, JAPAN REGION",origin,M,7.6,INFO*
2025-12-08,14:15:12.1,40.860,142.390,82,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,6.5,MCSM
2025-12-08,14:15:11.8,40.932,142.427,57,"NEAR EAST COAST OF HONSHU, JAPAN",origin,A,7.4,INGV
2025-12-08,14:15:11.8,41.084,142.053,45,"HOKKAIDO, JAPAN REGION",origin,M,7.2,IGN
2025-12-08,14:15:11.3,41.090,142.340,60,"HOKKAIDO, JAPAN REGION",origin,M,7.6,GSRAS
2025-12-08,14:15:11.0,40.990,142.340,54,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.5,BMKG
2025-12-08,14:15:11.0,40.960,142.180,53,"NEAR EAST COAST OF HONSHU, JAPAN",mt,A,7.3,OCA
2025-12-08,14:15:11.0,40.960,142.185,45,"NEAR EAST COAST OF HONSHU, JAPAN",mt,A,7.6,IPGP
2025-12-08,14:15:11.0,40.960,142.185,53,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.4,GNS
2025-12-08,14:15:10.8,41.000,142.100,66,"HOKKAIDO, JAPAN REGION",origin,A,7.7,BGS
2025-12-08,14:15:10.7,40.992,142.216,46,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.4,GFZ
2025-12-08,14:15:10.7,41.009,142.171,44,"HOKKAIDO, JAPAN REGION",mt,M,7.5,GFZ
2025-12-08,14:15:10.5,41.003,142.171,59,"HOKKAIDO, JAPAN REGION",mt,M,7.4,NEIC
2025-12-08,14:15:10.4,41.003,142.171,46,"HOKKAIDO, JAPAN REGION",origin,M,7.6,NEIC
2025-12-08,14:15:09.9,41.011,142.173,44,"HOKKAIDO, JAPAN REGION",origin,M,7.4,USP
2025-12-08,14:15:09.7,40.862,142.980,52,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.6,YSVOC
2025-12-08,14:15:09.0,41.000,142.300,2,"HOKKAIDO, JAPAN REGION",origin,A,,GFU
2025-12-08,14:15:09.0,41.000,142.300,51,"HOKKAIDO, JAPAN REGION",origin,M,6.6,IPMA
2025-12-08,14:15:07.0,41.120,141.880,10,"HOKKAIDO, JAPAN REGION",origin,A,7.7,BUD
2025-12-08,14:15:06.9,41.110,142.010,10,"HOKKAIDO, JAPAN REGION",origin,A,7.6,MLT
2025-12-08,14:15:06.7,41.122,142.111,10,"HOKKAIDO, JAPAN REGION",origin,A,7.6,SC4
2025-12-08,14:15:06.5,41.210,142.640,36,"HOKKAIDO, JAPAN REGION",mt,A,7.5,CPPT
2025-12-08,14:15:06.4,41.050,142.150,10,"HOKKAIDO, JAPAN REGION",origin,A,7.6,QUI
2025-12-08,14:15:06.3,41.090,142.250,10,"HOKKAIDO, JAPAN REGION",origin,A,7.3,KOERI
2025-12-08,14:15:06.2,40.960,142.280,10,"NEAR EAST COAST OF HONSHU, JAPAN",origin,A,7.4,BEO
2025-12-08,14:15:02.5,40.113,142.752,10,"NEAR EAST COAST OF HONSHU, JAPAN",origin,M,7.0,NIEP
2025-12-08,14:15:02.0,40.000,145.000,1,"OFF EAST COAST OF HONSHU, JAPAN",origin,A,6.9,LED
2025-12-08,14:15:00.0,41.000,142.300,51,"HOKKAIDO, JAPAN REGION",origin,M,7.6,PTWC
2025-12-08,14:13:38.0,23.450,150.910,15,EAST OF THE VOLCANO ISLANDS,origin,A,,ARSO
2025-12-08,14:01:12.0,-24.125,-67.123,185,"SALTA, ARGENTINA",origin,A,3.1,NSNA*
2025-12-08,13:56:58.2,60.566,-140.112,10,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,2.7,NEIC*
2025-12-08,13:55:48.0,39.099,41.668,7,EASTERN TURKEY,origin,M,1.6,AFAD*
2025-12-08,13:55:39.0,-10.660,116.740,10,"SOUTH OF LOMBOK, INDONESIA",origin,M,2.8,BMKG*
2025-12-08,13:51:17.0,40.169,31.801,7,WESTERN TURKEY,origin,M,1.5,AFAD*
2025-12-08,13:49:20.0,-23.300,-67.040,231,"JUJUY, ARGENTINA",origin,M,3.3,CSN*
2025-12-08,13:49:06.0,-23.780,-66.440,345,"JUJUY, ARGENTINA",origin,A,3.0,NSNA
2025-12-08,13:47:09.4,37.757,-121.939,8,"SAN FRANCISCO BAY AREA, CALIF.",origin,A,2.2,NC*
2025-12-08,13:44:21.0,38.208,38.689,7,EASTERN TURKEY,origin,M,0.8,AFAD*
2025-12-08,13:44:01.5,19.045,-155.352,43,"ISLAND OF HAWAII, HAWAII",origin,M,2.5,HV
2025-12-08,13:44:01.2,19.108,-155.395,40,"ISLAND OF HAWAII, HAWAII",origin,M,2.6,NEIC*
2025-12-08,13:37:52.6,37.761,-121.919,7,"SAN FRANCISCO BAY AREA, CALIF.",origin,M,2.4,NEIC*
2025-12-08,13:37:52.3,37.752,-121.943,8,"SAN FRANCISCO BAY AREA, CALIF.",origin,A,2.7,NC
2025-12-08,13:36:11.1,37.753,-121.940,8,"SAN FRANCISCO BAY AREA, CALIF.",origin,A,2.1,NC*
2025-12-08,13:35:51.0,38.290,38.172,7,EASTERN TURKEY,origin,M,1.4,AFAD*
2025-12-08,13:31:16.0,-7.170,114.030,6,BALI SEA,origin,M,2.6,BMKG*
2025-12-08,13:31:08.0,-23.830,-67.570,240,"ANTOFAGASTA, CHILE",origin,M,2.9,CSN*
2025-12-08,13:29:26.9,37.752,-121.940,8,"SAN FRANCISCO BAY AREA, CALIF.",origin,A,2.1,NC*
2025-12-08,13:27:17.1,-34.160,150.710,2,NEAR S.E. COAST OF AUSTRALIA,origin,M,2.2,AUST*
2025-12-08,13:24:50.9,-1.127,37.252,11,KENYA,origin,M,,YSVOC
2025-12-08,13:23:01.0,16.825,-94.651,110,"OAXACA, MEXICO",origin,A,4.0,UNM*
2025-12-08,13:22:22.0,38.141,38.508,7,EASTERN TURKEY,origin,M,1.4,AFAD*
2025-12-08,13:21:59.4,37.756,-121.958,8,"SAN FRANCISCO BAY AREA, CALIF.",origin,A,2.4,NC
2025-12-08,13:21:23.3,37.762,-121.938,11,"SAN FRANCISCO BAY AREA, CALIF.",origin,M,2.8,NEIC*
2025-12-08,13:21:23.0,37.754,-121.941,9,"SAN FRANCISCO BAY AREA, CALIF.",origin,A,3.0,NC
2025-12-08,13:20:48.0,38.017,36.597,7,CENTRAL TURKEY,origin,M,1.3,AFAD*
2025-12-08,13:19:44.7,34.811,32.617,28,CYPRUS REGION,origin,M,1.5,GSD*
2025-12-08,13:18:36.5,-22.687,68.928,10,MID-INDIAN RIDGE,origin,A,5.3,SC4
2025-12-08,13:18:27.7,-23.980,69.546,12,MID-INDIAN RIDGE,origin,M,5.1,INFO*
2025-12-08,13:18:27.5,-23.980,69.530,10,MID-INDIAN RIDGE,origin,M,5.2,AUST
2025-12-08,13:18:27.3,-23.929,69.564,10,MID-INDIAN RIDGE,origin,M,5.0,GFZ
2025-12-08,13:18:27.3,-23.929,69.564,10,MID-INDIAN RIDGE,mt,M,5.0,GFZ
2025-12-08,13:18:27.2,-23.910,69.640,10,MID-INDIAN RIDGE,origin,M,5.2,GSRAS
2025-12-08,13:18:27.1,-24.029,69.483,10,MID-INDIAN RIDGE,origin,M,5.1,NEIC
2025-12-08,13:18:26.7,-24.030,69.510,9,MID-INDIAN RIDGE,origin,M,5.0,MCSM
2025-12-08,13:18:24.2,-24.566,69.158,10,MID-INDIAN RIDGE,origin,M,4.7,RSSC
2025-12-08,13:13:07.3,-32.163,-179.205,338,SOUTH OF KERMADEC ISLANDS,origin,M,3.2,GNS
2025-12-08,13:10:58.5,40.398,-125.146,0,OFFSHORE NORTHERN CALIFORNIA,origin,A,3.0,NC
2025-12-08,13:08:11.0,39.259,28.991,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-08,13:08:08.3,36.069,-119.844,14,CENTRAL CALIFORNIA,origin,A,2.6,NC*
2025-12-08,13:06:20.0,-30.720,-71.440,40,"COQUIMBO, CHILE",origin,M,2.6,CSN*
2025-12-08,12:59:26.5,36.070,-119.843,15,CENTRAL CALIFORNIA,origin,A,2.5,NC*
2025-12-08,12:54:17.6,36.217,31.049,10,WESTERN TURKEY,origin,A,2.0,INFO*
2025-12-08,12:54:17.0,35.877,31.022,36,CYPRUS REGION,origin,M,2.0,AFAD
2025-12-08,12:54:16.9,36.142,31.034,13,WESTERN TURKEY,origin,M,2.1,KOERI
2025-12-08,12:50:14.3,68.071,-157.518,13,NORTHERN ALASKA,origin,A,3.0,AK*
2025-12-08,12:49:11.3,36.372,36.876,14,TURKEY-SYRIA BORDER REGION,origin,M,1.9,KOERI
2025-12-08,12:49:10.7,36.343,36.884,12,TURKEY-SYRIA BORDER REGION,origin,A,1.8,INFO*
2025-12-08,12:49:09.0,36.307,36.917,10,TURKEY-SYRIA BORDER REGION,origin,M,1.6,AFAD
2025-12-08,12:39:03.0,-27.890,-68.980,129,"LA RIOJA, ARGENTINA",origin,A,2.5,NSNA*
2025-12-08,12:36:14.0,8.480,126.680,3,"MINDANAO, PHILIPPINES",origin,A,3.0,PIVS*
2025-12-08,12:30:16.9,19.182,-155.488,32,"ISLAND OF HAWAII, HAWAII",origin,M,2.4,HV*
2025-12-08,12:27:50.0,-29.953,-178.086,100,"KERMADEC ISLANDS, NEW ZEALAND",origin,M,3.6,GNS
2025-12-08,12:21:50.9,36.072,-119.845,16,CENTRAL CALIFORNIA,origin,A,2.6,NC*
2025-12-08,12:19:47.8,-2.760,28.710,10,"LAC KIVU REGION, CONGO",origin,M,4.8,GSRAS
2025-12-08,12:19:47.6,-2.738,28.702,10,"LAC KIVU REGION, CONGO",origin,M,4.9,GFZ
2025-12-08,12:19:47.1,-2.730,28.668,10,"LAC KIVU REGION, CONGO",origin,M,4.7,INFO*
2025-12-08,12:19:46.7,-2.683,28.667,10,"LAC KIVU REGION, CONGO",origin,M,4.7,NEIC
2025-12-08,12:16:08.2,19.310,-69.590,5,DOMINICAN REPUBLIC REGION,origin,A,3.1,AYIT
2025-12-08,12:15:26.0,13.020,-89.270,28,OFFSHORE EL SALVADOR,origin,M,2.9,INET
