Date,Time,Latitude,Longitude,Depth,Region,Type,Automatic/Manual,Magnitude,Network
2025-12-06,06:08:20.0,37.144,36.642,7,CENTRAL TURKEY,origin,M,2.7,AFAD
2025-12-06,06:08:19.6,37.162,36.629,5,CENTRAL TURKEY,origin,M,2.7,KOERI
2025-12-06,06:07:36.1,61.522,-151.125,65,SOUTHERN ALASKA,origin,A,2.9,AK
2025-12-06,06:07:35.3,61.502,-151.146,76,SOUTHERN ALASKA,origin,M,2.7,NEIC*
2025-12-06,06:02:41.1,54.217,-163.242,53,"UNIMAK ISLAND REGION, ALASKA",origin,M,3.0,NEIC*
2025-12-06,05:55:01.0,11.160,124.110,4,"LEYTE, PHILIPPINES",origin,A,3.0,PIVS*
2025-12-06,05:54:23.3,48.392,-122.301,18,WASHINGTON,origin,M,2.1,UW*
2025-12-06,05:51:41.0,38.130,36.936,12,CENTRAL TURKEY,origin,A,1.8,INFO*
2025-12-06,05:51:41.0,38.121,36.906,10,CENTRAL TURKEY,origin,M,1.8,AFAD
2025-12-06,05:51:40.3,38.130,36.940,5,CENTRAL TURKEY,origin,M,1.8,KOERI
2025-12-06,05:51:04.0,-0.220,123.410,136,"SULAWESI, INDONESIA",origin,M,4.3,BMKG*
2025-12-06,05:50:59.2,-0.015,123.974,110,"SULAWESI, INDONESIA",origin,M,4.6,MET
2025-12-06,05:50:15.2,-41.768,173.229,64,SOUTH ISLAND OF NEW ZEALAND,origin,M,3.3,GNS*
2025-12-06,05:49:01.0,38.910,26.080,3,NEAR THE COAST OF WESTERN TURKEY,origin,M,2.5,THE
2025-12-06,05:49:00.2,38.908,26.086,7,NEAR THE COAST OF WESTERN TURKEY,origin,M,2.5,KOERI
2025-12-06,05:49:00.0,38.926,26.076,7,NEAR THE COAST OF WESTERN TURKEY,origin,M,2.5,AFAD
2025-12-06,05:48:59.8,38.913,26.062,9,NEAR THE COAST OF WESTERN TURKEY,origin,A,2.5,INFO*
2025-12-06,05:43:40.4,39.171,28.217,7,WESTERN TURKEY,origin,A,1.5,INFO*
2025-12-06,05:43:40.3,39.171,28.225,9,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-06,05:43:40.0,39.171,28.217,7,WESTERN TURKEY,origin,M,1.4,AFAD
2025-12-06,05:39:07.0,38.778,43.333,7,EASTERN TURKEY,origin,M,1.4,AFAD*
2025-12-06,05:39:01.7,36.714,-3.378,7,STRAIT OF GIBRALTAR,origin,M,1.6,IGN*
2025-12-06,05:38:57.0,20.524,-89.463,5,"YUCATAN, MEXICO",origin,A,4.1,UNM*
2025-12-06,05:37:48.0,15.168,-94.448,22,"OFF COAST OF CHIAPAS, MEXICO",origin,A,4.2,UNM*
2025-12-06,05:37:47.0,15.230,-94.450,18,"OFF COAST OF CHIAPAS, MEXICO",origin,M,4.5,INET
2025-12-06,05:29:24.0,17.915,-67.018,12,PUERTO RICO REGION,origin,M,2.1,PR*
2025-12-06,05:24:32.0,39.201,28.157,7,WESTERN TURKEY,origin,M,2.7,AFAD
2025-12-06,05:24:31.9,39.213,28.172,8,WESTERN TURKEY,origin,M,2.9,KOERI
2025-12-06,05:24:31.7,39.201,28.157,7,WESTERN TURKEY,origin,A,2.8,INFO*
2025-12-06,05:23:03.0,-32.020,-71.150,85,"COQUIMBO, CHILE",origin,M,3.2,CSN*
2025-12-06,05:17:47.1,35.530,22.620,11,CENTRAL MEDITERRANEAN SEA,origin,M,2.7,THE*
2025-12-06,05:17:45.5,35.510,22.454,19,CENTRAL MEDITERRANEAN SEA,origin,M,2.8,NOA
2025-12-06,05:15:16.0,39.254,28.206,8,WESTERN TURKEY,origin,M,1.4,AFAD*
2025-12-06,05:12:59.1,38.296,39.024,3,EASTERN TURKEY,origin,M,1.4,KOERI
2025-12-06,05:12:59.0,38.239,39.040,4,EASTERN TURKEY,origin,M,1.3,AFAD
2025-12-06,05:12:58.6,38.239,39.040,4,EASTERN TURKEY,origin,A,1.4,INFO*
2025-12-06,05:07:17.8,-30.538,-176.453,33,KERMADEC ISLANDS REGION,origin,M,4.2,GNS
2025-12-06,05:06:59.0,39.207,28.989,10,WESTERN TURKEY,origin,M,1.4,AFAD
2025-12-06,05:06:58.7,39.207,28.989,10,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-06,05:06:58.2,39.248,29.048,4,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-06,05:04:22.2,37.114,36.691,11,CENTRAL TURKEY,origin,M,1.8,KOERI
2025-12-06,05:04:21.4,37.127,36.632,8,CENTRAL TURKEY,origin,A,1.8,INFO*
2025-12-06,05:04:20.0,37.117,36.572,7,CENTRAL TURKEY,origin,M,1.7,AFAD
2025-12-06,05:03:10.7,31.953,-117.326,10,"OFFSHORE BAJA CALIFORNIA, MEXICO",origin,M,2.7,SCSN*
2025-12-06,05:03:07.8,31.886,-117.476,11,"OFFSHORE BAJA CALIFORNIA, MEXICO",origin,M,2.6,NEIC
2025-12-06,04:59:18.7,16.173,-93.077,179,"CHIAPAS, MEXICO",origin,A,4.6,SC4
2025-12-06,04:59:01.5,15.248,-94.401,69,"OFFSHORE CHIAPAS, MEXICO",origin,A,4.5,GFZ
2025-12-06,04:58:58.0,15.198,-94.534,16,"OFF COAST OF OAXACA, MEXICO",origin,A,4.6,UNM
2025-12-06,04:58:57.5,15.249,-94.504,35,"OFF COAST OF OAXACA, MEXICO",origin,M,4.4,NEIC
2025-12-06,04:58:56.6,15.240,-94.493,26,"OFF COAST OF CHIAPAS, MEXICO",origin,M,4.4,INFO*
2025-12-06,04:58:55.0,15.300,-94.530,7,"OFFSHORE OAXACA, MEXICO",origin,M,4.9,INET
2025-12-06,04:54:38.0,-10.090,119.160,14,"SUMBA REGION, INDONESIA",origin,M,2.6,BMKG*
2025-12-06,04:50:27.0,12.410,-89.980,18,OFF THE COAST OF EL SALVADOR,origin,M,3.2,INET*
2025-12-06,04:50:24.4,12.185,-90.016,10,OFF THE COAST OF EL SALVADOR,origin,A,3.5,MARN
2025-12-06,04:49:48.2,39.967,20.533,15,GREECE,origin,A,3.0,IGEO
2025-12-06,04:49:00.0,-7.260,107.610,10,"JAVA, INDONESIA",origin,M,2.6,BMKG*
2025-12-06,04:48:26.0,38.900,21.030,10,GREECE,origin,A,4.6,BUD
2025-12-06,04:47:55.4,36.733,21.860,10,SOUTHERN GREECE,origin,A,4.3,SORS
2025-12-06,04:47:52.1,36.744,21.441,13,SOUTHERN GREECE,origin,A,4.1,NORSAR
2025-12-06,04:47:50.2,35.950,21.910,42,CENTRAL MEDITERRANEAN SEA,origin,A,4.5,MLT
2025-12-06,04:47:50.0,36.181,21.833,36,SOUTHERN GREECE,origin,A,4.7,INGV
2025-12-06,04:47:49.8,36.051,21.884,36,SOUTHERN GREECE,origin,A,4.6,SC4
2025-12-06,04:47:49.2,36.427,22.047,11,SOUTHERN GREECE,origin,A,4.3,NORSAR
2025-12-06,04:47:47.9,35.951,21.649,37,CENTRAL MEDITERRANEAN SEA,origin,A,4.7,GFZ
2025-12-06,04:47:47.4,36.179,21.389,15,SOUTHERN GREECE,origin,A,4.3,IGEO
2025-12-06,04:47:46.9,35.809,21.746,36,CENTRAL MEDITERRANEAN SEA,origin,M,4.6,NEIC
2025-12-06,04:47:46.0,35.770,21.550,62,CENTRAL MEDITERRANEAN SEA,origin,M,4.3,IPMA
2025-12-06,04:47:46.0,35.720,21.530,29,CENTRAL MEDITERRANEAN SEA,origin,M,4.2,THE
2025-12-06,04:47:45.8,35.840,21.500,40,CENTRAL MEDITERRANEAN SEA,origin,M,4.9,GSRAS
2025-12-06,04:47:45.2,35.739,21.613,24,CENTRAL MEDITERRANEAN SEA,origin,M,4.2,NRIAG
2025-12-06,04:47:44.3,35.881,21.483,10,CENTRAL MEDITERRANEAN SEA,origin,M,4.1,NIEP
2025-12-06,04:47:43.7,35.812,21.693,5,CENTRAL MEDITERRANEAN SEA,origin,M,4.6,RSSC
2025-12-06,04:47:43.7,35.720,21.650,22,CENTRAL MEDITERRANEAN SEA,origin,M,4.7,MCSM
2025-12-06,04:47:43.6,35.631,21.612,10,CENTRAL MEDITERRANEAN SEA,origin,A,4.2,NOA
2025-12-06,04:47:43.1,35.781,21.685,8,CENTRAL MEDITERRANEAN SEA,origin,M,4.6,INFO*
2025-12-06,04:47:42.6,35.490,21.480,92,CENTRAL MEDITERRANEAN SEA,origin,A,4.6,BEO
2025-12-06,04:47:30.1,34.147,22.533,28,CENTRAL MEDITERRANEAN SEA,origin,A,4.2,NORSAR
2025-12-06,04:46:41.0,-28.510,-67.070,10,"LA RIOJA, ARGENTINA",origin,A,2.5,NSNA*
2025-12-06,04:44:02.0,17.233,96.023,12,MYANMAR,origin,A,3.4,TSB*
2025-12-06,04:39:43.3,-45.040,167.229,12,SOUTH ISLAND OF NEW ZEALAND,origin,M,3.8,GNS*
2025-12-06,04:37:30.0,-30.180,-71.300,63,"COQUIMBO, CHILE",origin,M,2.7,CSN*
2025-12-06,04:32:40.0,39.175,28.271,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-06,04:26:54.0,39.183,28.181,7,WESTERN TURKEY,origin,M,1.5,AFAD*
2025-12-06,04:26:26.8,-34.035,-179.506,300,SOUTH OF KERMADEC ISLANDS,origin,M,3.2,GNS
2025-12-06,04:25:37.0,39.194,28.175,7,WESTERN TURKEY,origin,M,1.2,AFAD*
2025-12-06,04:19:41.0,39.173,28.207,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-06,04:19:06.7,45.909,10.845,10,NORTHERN ITALY,origin,A,2.1,ETHZ
2025-12-06,04:19:05.3,45.857,10.950,14,NORTHERN ITALY,origin,A,1.6,OGS
2025-12-06,04:19:05.2,45.857,10.950,14,NORTHERN ITALY,origin,A,1.6,INFO*
2025-12-06,04:14:41.0,38.152,38.510,7,EASTERN TURKEY,origin,M,0.8,AFAD*
2025-12-06,04:09:43.0,39.193,28.159,7,WESTERN TURKEY,origin,M,1.4,AFAD*
2025-12-06,04:06:51.4,39.175,28.151,10,WESTERN TURKEY,origin,M,2.1,KOERI
2025-12-06,04:06:50.6,39.190,28.188,7,WESTERN TURKEY,origin,A,2.0,INFO*
2025-12-06,04:06:39.0,39.198,28.182,7,WESTERN TURKEY,origin,M,1.3,AFAD
2025-12-06,04:03:08.0,-7.812,127.800,133,"KEPULAUAN BARAT DAYA, INDONESIA",origin,A,4.8,GFZ
2025-12-06,04:03:06.9,-7.562,127.745,159,"KEPULAUAN BARAT DAYA, INDONESIA",origin,M,4.3,NEIC
2025-12-06,04:03:06.0,-7.790,127.830,158,"KEPULAUAN BARAT DAYA, INDONESIA",origin,M,4.5,BMKG
2025-12-06,04:03:04.0,-7.582,127.693,124,"KEPULAUAN BARAT DAYA, INDONESIA",origin,M,4.3,INFO*
2025-12-06,04:02:34.0,39.156,28.296,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-06,03:56:00.5,39.235,28.931,9,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-06,03:56:00.2,39.247,28.942,13,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-06,03:56:00.0,39.247,28.942,13,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-06,03:51:52.5,39.168,28.183,20,WESTERN TURKEY,origin,M,1.2,KOERI
2025-12-06,03:51:52.4,39.203,28.150,5,WESTERN TURKEY,origin,A,1.2,INFO*
2025-12-06,03:51:52.0,39.203,28.150,5,WESTERN TURKEY,origin,M,1.3,AFAD
2025-12-06,03:50:42.0,39.226,28.185,5,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-06,03:50:41.5,39.226,28.185,5,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-06,03:50:40.9,39.270,28.148,5,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-06,03:49:55.2,28.084,-16.180,9,"CANARY ISLANDS, SPAIN REGION",origin,M,1.9,IGN*
2025-12-06,03:48:21.0,-9.300,117.260,43,"SUMBAWA REGION, INDONESIA",origin,M,4.3,BMKG*
2025-12-06,03:42:35.0,39.416,32.943,7,CENTRAL TURKEY,origin,M,1.2,AFAD*
2025-12-06,03:42:03.0,39.836,27.604,9,WESTERN TURKEY,origin,A,2.0,INFO*
2025-12-06,03:42:03.0,39.836,27.604,9,WESTERN TURKEY,origin,M,2.0,AFAD
2025-12-06,03:42:02.9,39.837,27.583,12,WESTERN TURKEY,origin,M,2.0,KOERI
2025-12-06,03:40:24.9,39.175,28.169,7,WESTERN TURKEY,origin,A,1.5,INFO*
2025-12-06,03:40:24.8,39.183,28.188,9,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-06,03:40:24.0,39.175,28.169,7,WESTERN TURKEY,origin,M,1.6,AFAD
2025-12-06,03:37:48.0,39.205,28.196,5,WESTERN TURKEY,origin,M,1.4,AFAD*
2025-12-06,03:34:51.0,39.204,28.177,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-06,03:27:58.0,38.390,30.841,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-06,03:25:13.0,53.134,-166.694,20,"FOX ISLANDS, ALEUTIAN ISLANDS",origin,M,2.4,AK
2025-12-06,03:23:52.0,39.211,28.173,7,WESTERN TURKEY,origin,M,1.5,AFAD*
2025-12-06,03:11:21.0,39.102,28.337,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-06,03:08:43.0,39.183,28.187,7,WESTERN TURKEY,origin,M,1.6,AFAD*
2025-12-06,03:08:22.3,38.254,38.202,11,EASTERN TURKEY,origin,A,0.9,INFO*
2025-12-06,03:08:22.0,38.236,38.207,7,EASTERN TURKEY,origin,M,1.0,AFAD
2025-12-06,03:08:21.6,38.258,38.203,17,EASTERN TURKEY,origin,M,0.8,KOERI
2025-12-06,03:08:04.0,-8.450,118.370,119,"SUMBAWA REGION, INDONESIA",origin,M,2.6,BMKG*
2025-12-06,03:06:33.3,37.233,-3.099,9,SPAIN,origin,M,1.6,IGN*
2025-12-06,03:06:13.0,39.210,28.177,6,WESTERN TURKEY,origin,M,2.8,AFAD
2025-12-06,03:06:12.9,39.207,28.165,8,WESTERN TURKEY,origin,M,3.0,KOERI
2025-12-06,03:06:12.6,39.210,28.177,6,WESTERN TURKEY,origin,A,2.9,INFO*
2025-12-06,03:04:31.4,39.201,28.166,10,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-06,03:04:31.0,39.218,28.150,7,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-06,03:04:31.0,39.218,28.150,7,WESTERN TURKEY,origin,M,1.6,AFAD
2025-12-06,03:03:15.6,18.640,-67.336,29,PUERTO RICO REGION,origin,M,3.1,PR*
2025-12-06,02:54:57.0,39.162,28.187,7,WESTERN TURKEY,origin,M,1.1,AFAD*
2025-12-06,02:54:00.7,38.357,37.367,7,CENTRAL TURKEY,origin,A,1.8,INFO*
2025-12-06,02:54:00.1,38.345,37.344,3,CENTRAL TURKEY,origin,M,1.8,KOERI
2025-12-06,02:54:00.0,38.357,37.367,7,CENTRAL TURKEY,origin,M,1.7,AFAD
2025-12-06,02:52:20.0,39.194,28.321,7,WESTERN TURKEY,origin,M,1.4,AFAD
2025-12-06,02:52:19.6,39.194,28.321,7,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-06,02:52:19.3,39.177,28.330,18,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-06,02:51:31.6,46.341,14.226,10,SLOVENIA,origin,M,2.0,INGV
2025-12-06,02:51:31.5,46.378,14.239,8,SLOVENIA,origin,A,1.5,OGS
2025-12-06,02:51:31.5,46.370,14.235,10,SLOVENIA,origin,A,1.5,INFO*
2025-12-06,02:51:31.0,46.380,14.230,0,SLOVENIA,origin,A,1.5,ARSO
2025-12-06,02:49:52.0,38.130,36.924,7,CENTRAL TURKEY,origin,M,1.4,AFAD
2025-12-06,02:49:51.8,38.188,36.976,11,CENTRAL TURKEY,origin,A,1.4,INFO*
2025-12-06,02:49:51.6,38.172,36.968,12,CENTRAL TURKEY,origin,M,1.4,KOERI
2025-12-06,02:46:51.3,39.166,28.225,9,WESTERN TURKEY,origin,M,1.7,KOERI
2025-12-06,02:46:51.0,39.172,28.254,7,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-06,02:46:50.8,39.172,28.254,7,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-06,02:45:29.0,39.183,27.970,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-06,02:45:14.0,-20.040,-69.563,33,"TARAPACA, CHILE",origin,A,3.7,SC4
2025-12-06,02:45:10.0,-20.030,-69.200,98,"TARAPACA, CHILE",origin,M,3.7,CSN*
2025-12-06,02:40:18.0,-31.430,-67.950,10,"SAN JUAN, ARGENTINA",origin,A,2.6,NSNA*
2025-12-06,02:36:29.6,40.850,70.710,0,EASTERN UZBEKISTAN,origin,M,3.0,KIS*
2025-12-06,02:36:27.0,-2.120,138.970,13,"PAPUA, INDONESIA",origin,M,3.2,BMKG*
2025-12-06,02:35:05.7,38.693,-29.225,10,"AZORES ISLANDS, PORTUGAL",origin,M,2.4,PDA
2025-12-06,02:35:00.0,39.207,28.167,7,WESTERN TURKEY,origin,M,1.7,AFAD
2025-12-06,02:34:59.8,39.199,28.152,13,WESTERN TURKEY,origin,M,1.7,KOERI
2025-12-06,02:34:59.8,39.207,28.167,7,WESTERN TURKEY,origin,A,1.7,INFO*
2025-12-06,02:33:53.0,22.850,93.900,65,MYANMAR-INDIA BORDER REGION,origin,M,3.6,NDI*
2025-12-06,02:33:28.0,39.219,28.172,6,WESTERN TURKEY,origin,M,1.7,AFAD
2025-12-06,02:33:27.9,39.219,28.172,6,WESTERN TURKEY,origin,A,1.8,INFO*
2025-12-06,02:33:27.9,39.196,28.146,8,WESTERN TURKEY,origin,M,1.9,KOERI
2025-12-06,02:28:39.5,50.470,-1.010,5,"ENGLAND, UNITED KINGDOM",origin,A,2.5,LDG
2025-12-06,02:24:11.0,47.168,5.995,0,FRANCE,origin,A,2.4,ReNaSS
2025-12-06,02:24:10.3,47.168,5.995,0,FRANCE,origin,A,2.4,INFO*
2025-12-06,02:24:10.1,47.143,5.976,7,FRANCE,origin,M,1.9,ETHZ
2025-12-06,02:23:48.0,39.218,28.163,7,WESTERN TURKEY,origin,M,1.6,AFAD
2025-12-06,02:23:47.9,39.228,28.201,5,WESTERN TURKEY,origin,M,1.2,KOERI
2025-12-06,02:23:47.7,39.218,28.163,7,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-06,02:19:34.0,39.154,28.315,7,WESTERN TURKEY,origin,M,1.4,AFAD*
2025-12-06,02:14:27.7,38.492,38.077,7,EASTERN TURKEY,origin,A,1.2,INFO*
2025-12-06,02:14:27.1,38.470,38.062,8,EASTERN TURKEY,origin,M,1.2,KOERI
2025-12-06,02:13:53.0,38.491,38.031,7,EASTERN TURKEY,origin,M,1.0,AFAD
2025-12-06,02:10:34.6,53.071,160.092,48,NEAR EAST COAST OF KAMCHATKA,origin,A,5.0,NORSAR
2025-12-06,02:10:29.8,52.759,159.901,10,OFF EAST COAST OF KAMCHATKA,origin,M,5.1,NIEP
2025-12-06,02:10:28.6,52.760,160.390,22,OFF EAST COAST OF KAMCHATKA,origin,M,5.0,MCSM
2025-12-06,02:10:28.2,52.562,160.590,24,OFF EAST COAST OF KAMCHATKA,origin,A,5.2,GFZ
2025-12-06,02:10:28.0,52.540,160.650,35,OFF EAST COAST OF KAMCHATKA,origin,M,5.2,BMKG
2025-12-06,02:10:27.1,52.512,160.810,22,OFF EAST COAST OF KAMCHATKA,origin,M,5.1,NEIC
2025-12-06,02:10:27.1,52.681,160.980,22,OFF EAST COAST OF KAMCHATKA,origin,M,5.2,RSSC
2025-12-06,02:10:27.0,52.770,160.540,10,OFF EAST COAST OF KAMCHATKA,origin,M,5.3,IPMA
2025-12-06,02:10:26.8,52.681,160.484,16,OFF EAST COAST OF KAMCHATKA,origin,M,5.2,MET
2025-12-06,02:10:26.5,52.622,160.509,10,OFF EAST COAST OF KAMCHATKA,origin,A,5.7,SC4
2025-12-06,02:10:26.5,52.610,160.580,10,OFF EAST COAST OF KAMCHATKA,origin,A,5.1,BEO
2025-12-06,02:10:26.4,52.557,160.635,20,OFF EAST COAST OF KAMCHATKA,origin,M,5.1,INFO*
2025-12-06,02:10:26.4,52.490,160.620,20,OFF EAST COAST OF KAMCHATKA,origin,M,5.3,GSRAS
2025-12-06,02:10:24.4,51.920,160.360,10,OFF EAST COAST OF KAMCHATKA,origin,A,5.3,BUD
2025-12-06,02:09:15.0,8.874,-84.112,7,OFF COAST OF COSTA RICA,origin,A,3.2,UNA*
2025-12-06,02:09:14.0,8.780,-84.170,3,OFF COAST OF COSTA RICA,origin,M,3.3,INET
2025-12-06,02:03:41.2,39.231,28.155,6,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-06,02:03:41.2,39.257,28.078,6,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-06,02:03:41.0,39.231,28.155,6,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-06,01:55:28.6,39.290,27.910,0,WESTERN TURKEY,origin,M,2.8,THE
2025-12-06,01:55:25.7,39.209,28.154,9,WESTERN TURKEY,origin,M,3.1,KOERI
2025-12-06,01:55:25.6,39.205,28.176,6,WESTERN TURKEY,origin,A,3.0,INFO*
2025-12-06,01:55:25.0,39.205,28.176,6,WESTERN TURKEY,origin,M,2.9,AFAD
2025-12-06,01:42:59.0,38.492,38.058,7,EASTERN TURKEY,origin,M,1.0,AFAD*
2025-12-06,01:41:26.9,56.117,-149.242,6,GULF OF ALASKA,origin,M,3.3,AK*
2025-12-06,01:41:22.2,56.128,-149.297,10,GULF OF ALASKA,origin,M,3.2,NEIC
2025-12-06,01:34:46.0,-8.550,110.930,104,"JAVA, INDONESIA",origin,M,3.6,BMKG*
2025-12-06,01:31:36.0,38.907,37.414,7,CENTRAL TURKEY,origin,M,1.1,AFAD*
2025-12-06,01:30:32.0,12.700,-88.670,31,OFFSHORE EL SALVADOR,origin,M,2.7,INET*
2025-12-06,01:29:42.0,-27.680,-69.440,98,"ATACAMA, CHILE",origin,M,3.3,CSN*
2025-12-06,01:29:42.0,38.233,38.654,7,EASTERN TURKEY,origin,M,0.7,AFAD*
2025-12-06,01:28:02.2,39.104,26.926,11,NEAR THE COAST OF WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-06,01:28:01.6,39.069,26.955,11,NEAR THE COAST OF WESTERN TURKEY,origin,A,1.7,INFO*
2025-12-06,01:28:01.0,39.069,26.955,11,NEAR THE COAST OF WESTERN TURKEY,origin,M,1.8,AFAD
2025-12-06,01:26:39.3,39.214,28.159,8,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-06,01:26:39.3,39.199,28.197,9,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-06,01:26:39.0,39.235,28.154,7,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-06,01:17:33.0,12.726,-90.410,32,OFF THE COAST OF EL SALVADOR,origin,M,3.3,MARN*
2025-12-06,01:17:31.0,12.830,-90.490,9,OFF THE COAST OF EL SALVADOR,origin,M,3.1,INET
2025-12-06,01:16:10.8,13.127,144.572,70,GUAM REGION,origin,M,4.8,NEIC*
2025-12-06,01:10:26.9,18.000,-66.825,15,PUERTO RICO,origin,M,2.1,PR*
2025-12-06,01:03:47.1,39.220,28.209,7,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-06,01:03:46.7,39.209,28.223,16,WESTERN TURKEY,origin,M,1.7,KOERI
2025-12-06,01:03:46.0,39.220,28.209,7,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-06,01:03:28.4,40.548,-124.191,12,NORTHERN CALIFORNIA,origin,A,2.2,NC*
2025-12-06,01:02:33.6,39.208,28.149,8,WESTERN TURKEY,origin,M,2.3,KOERI
2025-12-06,01:02:33.0,39.241,28.162,7,WESTERN TURKEY,origin,M,2.0,AFAD
2025-12-06,01:02:32.6,39.241,28.162,7,WESTERN TURKEY,origin,A,2.1,INFO*
2025-12-06,00:50:57.3,36.773,26.121,10,"DODECANESE ISLANDS, GREECE",origin,M,2.0,KOERI
2025-12-06,00:50:01.0,38.321,28.758,14,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-06,00:50:00.1,38.321,28.758,14,WESTERN TURKEY,origin,A,1.5,INFO*
2025-12-06,00:49:21.7,41.124,1.123,0,SPAIN,origin,M,1.5,IGN*
2025-12-06,00:48:15.2,28.152,-16.093,7,"CANARY ISLANDS, SPAIN REGION",origin,M,1.6,IGN*
2025-12-06,00:47:50.6,41.157,0.913,4,SPAIN,origin,M,1.8,IGN*
2025-12-06,00:44:35.3,1.636,127.273,129,"HALMAHERA, INDONESIA",origin,M,5.1,NEIC
2025-12-06,00:44:35.3,1.610,127.360,130,"HALMAHERA, INDONESIA",origin,M,5.3,GSRAS
2025-12-06,00:44:35.1,1.674,127.232,119,"HALMAHERA, INDONESIA",origin,M,5.2,MET
2025-12-06,00:44:35.1,1.652,127.261,129,"HALMAHERA, INDONESIA",origin,M,5.0,RSSC
2025-12-06,00:44:35.0,1.690,127.290,81,"HALMAHERA, INDONESIA",origin,M,5.2,BMKG
2025-12-06,00:44:34.7,1.616,127.274,122,"HALMAHERA, INDONESIA",origin,M,5.1,INFO*
2025-12-06,00:44:34.7,1.600,127.260,118,"HALMAHERA, INDONESIA",origin,A,5.2,KOERI
2025-12-06,00:44:34.6,1.550,127.310,121,"HALMAHERA, INDONESIA",origin,M,5.1,MCSM
2025-12-06,00:44:34.5,1.575,127.300,115,"HALMAHERA, INDONESIA",origin,A,5.3,GFZ
2025-12-06,00:44:23.7,2.103,127.649,10,MOLUCCA SEA,origin,A,5.4,SC4
2025-12-06,00:43:43.0,38.070,36.085,12,CENTRAL TURKEY,origin,M,1.8,AFAD
2025-12-06,00:43:42.9,38.112,36.052,11,CENTRAL TURKEY,origin,A,1.7,INFO*
2025-12-06,00:43:42.5,38.155,36.016,18,CENTRAL TURKEY,origin,M,1.6,KOERI
2025-12-06,00:41:06.6,-38.487,176.954,39,NORTH ISLAND OF NEW ZEALAND,origin,M,3.6,GNS*
2025-12-06,00:39:29.4,39.207,28.224,8,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-06,00:39:29.0,39.236,28.159,6,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-06,00:39:28.9,39.236,28.173,11,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-06,00:37:22.2,39.211,28.162,7,WESTERN TURKEY,origin,M,1.7,KOERI
2025-12-06,00:37:22.0,39.231,28.170,7,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-06,00:37:22.0,39.231,28.170,7,WESTERN TURKEY,origin,M,1.6,AFAD
2025-12-06,00:34:26.0,39.225,28.183,8,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-06,00:34:25.7,39.225,28.183,8,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-06,00:34:25.6,39.188,28.122,15,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-06,00:34:20.6,40.550,-124.190,11,NORTHERN CALIFORNIA,origin,A,3.4,NC*
2025-12-06,00:34:08.0,38.196,38.035,7,EASTERN TURKEY,origin,M,0.9,AFAD*
2025-12-06,00:31:37.0,39.226,28.172,7,WESTERN TURKEY,origin,M,2.6,AFAD
2025-12-06,00:31:36.9,39.211,28.175,9,WESTERN TURKEY,origin,M,2.9,KOERI
2025-12-06,00:31:36.4,39.226,28.172,7,WESTERN TURKEY,origin,A,2.8,INFO*
2025-12-06,00:31:24.2,19.195,-155.495,31,"ISLAND OF HAWAII, HAWAII",origin,A,2.1,HV*
2025-12-06,00:28:58.7,39.174,28.334,19,WESTERN TURKEY,origin,M,1.0,KOERI
